date,store_id,store_city,store_location,product_id,product_name,category,unit_sale_price,unit_cost,units_sold,stock_on_hand,is_promo,day_of_week
2026-02-25,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,4,55,0,Wednesday
2026-02-26,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,9,46,0,Thursday
2026-02-27,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,4,42,0,Friday
2026-02-28,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,8,34,0,Saturday
2026-03-01,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,9,25,0,Sunday
2026-03-02,S01,Bucuresti,Baneasa,P103,Ergonomic Mouse,Peripherals,240,95,3,22,0,Monday
2026-02-01,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,215,0,Sunday
2026-02-02,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,5,210,0,Monday
2026-02-03,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,5,205,0,Tuesday
2026-02-04,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,6,199,0,Wednesday
2026-02-05,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,6,193,0,Thursday
2026-02-06,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,3,190,0,Friday
2026-02-07,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,5,185,0,Saturday
2026-02-08,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,6,179,0,Sunday
2026-02-09,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,172,0,Monday
2026-02-10,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,3,169,0,Tuesday
2026-02-11,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,2,167,0,Wednesday
2026-02-12,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,8,159,0,Thursday
2026-02-13,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,152,0,Friday
2026-02-14,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,9,143,0,Saturday
2026-02-15,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,6,137,0,Sunday
2026-02-16,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,130,0,Monday
2026-02-17,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,1,129,0,Tuesday
2026-02-18,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,10,119,0,Wednesday
2026-02-19,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,4,115,0,Thursday
2026-02-20,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,6,109,0,Friday
2026-02-21,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,102,0,Saturday
2026-02-22,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,9,93,0,Sunday
2026-02-23,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,86,0,Monday
2026-02-24,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,9,77,0,Tuesday
2026-02-25,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,70,0,Wednesday
2026-02-26,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,5,65,0,Thursday
2026-02-27,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,10,55,0,Friday
2026-02-28,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,48,0,Saturday
2026-03-01,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,8,40,0,Sunday
2026-03-02,S01,Bucuresti,Baneasa,P104,USB-C Fast Charger 65W,Accessories,150,50,7,33,0,Monday
2026-02-01,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,9,139,0,Sunday
2026-02-02,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,2,137,0,Monday
2026-02-03,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,2,135,0,Tuesday
2026-02-04,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,0,135,0,Wednesday
2026-02-05,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,6,129,0,Thursday
2026-02-06,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,4,125,0,Friday
2026-02-07,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,13,112,1,Saturday
2026-02-08,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,7,105,0,Sunday
2026-02-09,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,3,102,0,Monday
2026-02-10,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,97,0,Tuesday
2026-02-11,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,92,0,Wednesday
2026-02-12,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,4,88,0,Thursday
2026-02-13,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,6,82,0,Friday
2026-02-14,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,14,68,1,Saturday
2026-02-15,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,63,0,Sunday
2026-02-16,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,1,62,0,Monday
2026-02-17,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,4,58,0,Tuesday
2026-02-18,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,53,0,Wednesday
2026-02-19,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,11,42,0,Thursday
2026-02-20,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,4,38,0,Friday
2026-02-21,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,10,28,1,Saturday
2026-02-22,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,4,24,0,Sunday
2026-02-23,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,19,0,Monday
2026-02-24,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,14,0,Tuesday
2026-02-25,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,9,0,Wednesday
2026-02-26,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,2,7,0,Thursday
2026-02-27,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,2,5,0,Friday
2026-02-28,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,5,0,1,Saturday
2026-03-01,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,0,0,0,Sunday
2026-03-02,S02,Bucuresti,AFI,P100,Smartwatch X-Pro,Wearables,850,420,0,0,0,Monday
2026-02-01,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,1,194,0,Sunday
2026-02-02,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,4,190,0,Monday
2026-02-03,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,6,184,0,Tuesday
2026-02-04,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,176,0,Wednesday
2026-02-05,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,6,170,0,Thursday
2026-02-06,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,4,166,0,Friday
2026-02-07,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,4,162,0,Saturday
2026-02-08,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,6,156,0,Sunday
2026-02-09,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,5,151,0,Monday
2026-02-10,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,6,145,0,Tuesday
2026-02-11,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,10,135,0,Wednesday
2026-02-12,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,2,133,0,Thursday
2026-02-13,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,5,128,0,Friday
2026-02-14,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,120,0,Saturday
2026-02-15,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,112,0,Sunday
2026-02-16,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,10,102,0,Monday
2026-02-17,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,2,100,0,Tuesday
2026-02-18,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,7,93,0,Wednesday
2026-02-19,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,4,89,0,Thursday
2026-02-20,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,2,87,0,Friday
2026-02-21,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,6,81,0,Saturday
2026-02-22,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,12,69,0,Sunday
2026-02-23,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,61,0,Monday
2026-02-24,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,7,54,0,Tuesday
2026-02-25,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,3,51,0,Wednesday
2026-02-26,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,5,46,0,Thursday
2026-02-27,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,4,42,0,Friday
2026-02-28,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,34,0,Saturday
2026-03-01,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,26,0,Sunday
2026-03-02,S02,Bucuresti,AFI,P101,Wireless Earbuds NoiseCanc,Audio,450,180,8,18,0,Monday
2026-02-01,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,2,150,0,Sunday
2026-02-02,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,3,147,0,Monday
2026-02-03,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,3,144,0,Tuesday
2026-02-04,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,2,142,0,Wednesday
2026-02-05,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,137,0,Thursday
2026-02-06,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,2,135,0,Friday
2026-02-07,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,130,0,Saturday
2026-02-08,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,6,124,0,Sunday
2026-02-09,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,0,124,0,Monday
2026-02-10,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,4,120,0,Tuesday
2026-02-11,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,8,112,0,Wednesday
2026-02-12,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,107,0,Thursday
2026-02-13,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,3,104,0,Friday
2026-02-14,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,9,95,0,Saturday
2026-02-15,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,8,87,0,Sunday
2026-02-16,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,82,0,Monday
2026-02-17,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,77,0,Tuesday
2026-02-18,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,4,73,0,Wednesday
2026-02-19,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,6,67,0,Thursday
2026-02-20,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,62,0,Friday
2026-02-21,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,7,55,0,Saturday
2026-02-22,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,8,47,0,Sunday
2026-02-23,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,4,43,0,Monday
2026-02-24,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,3,40,0,Tuesday
2026-02-25,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,1,39,0,Wednesday
2026-02-26,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,34,0,Thursday
2026-02-27,S02,Bucuresti,AFI,P102,PowerBank 20000mAh,Accessories,120,45,5,29,0,Friday
